fid,left,top,right,bottom,terrainEle,terrainSlo,terrainAsp,surfaceEle,surfaceSlo,surfaceAsp,isOnsite,isZoned,zoneName,isForest,landCoverI,waterType,roadType,isRoad,isHedge,terSurfDif,hasSurfFea,isWater
118270,502308.0558,132583.4615,502310.3652,132581.4615,21.69129308,18.12093067,63.02735265,21.68833351,23.26658249,70.52466329,true,true,emphemeralWetlandZone,false,4,river,,false,false,-0.003,false,true
118271,502308.0558,132581.4615,502310.3652,132579.4615,22.07462629,26.34433683,69.36026001,22.19166692,31.39788246,75.24558512,true,true,emphemeralWetlandZone,false,4,,,false,false,0.117,false,false
118272,502308.0558,132579.4615,502310.3652,132577.4615,22.39462598,31.79847145,71.89757029,22.39499982,25.31169128,54.1860555,true,true,emphemeralWetlandZone,false,4,,,false,false,0,false,false
118273,502308.0558,132577.4615,502310.3652,132575.4615,22.92462603,29.46766599,70.33216858,22.95499992,22.74269168,73.50876109,true,true,emphemeralWetlandZone,false,4,,,false,false,0.03,false,false
118274,502308.0558,132575.4615,502310.3652,132573.4615,23.25795937,15.68215386,57.18653742,23.26833344,14.84836801,59.18619919,true,true,emphemeralWetlandZone,false,4,,,false,false,0.01,false,false
118275,502308.0558,132573.4615,502310.3652,132571.4615,23.33462524,1.59170528,44.99999714,23.3416659,1.69286082,132.6253815,true,true,emphemeralWetlandZone,false,4,,,false,false,0.007,false,false
118276,502308.0558,132571.4615,502310.3652,132569.4615,23.33462524,0.65947513,243.7709147,23.33166631,0.92987814,230.9148254,true,true,emphemeralWetlandZone,false,4,,,false,false,-0.003,false,false
118277,502308.0558,132569.4615,502310.3652,132567.4615,23.32462565,0.8810361,257.4285278,23.31833331,0.94875665,267.6252696,true,true,emphemeralWetlandZone,false,4,,,false,false,-0.006,false,false
118278,502308.0558,132567.4615,502310.3652,132565.4615,23.31462606,1.10890832,238.0595551,23.31166712,0.93803809,237.6618907,true,true,emphemeralWetlandZone,false,4,,,false,false,-0.003,false,false
118279,502308.0558,132565.4615,502310.3652,132563.4615,23.2812926,0.80062443,228.0450033,23.29166667,0.86829282,230.7919413,true,true,emphemeralWetlandZone,false,4,,,false,false,0.01,false,false
118280,502308.0558,132563.4615,502310.3652,132561.4615,23.27795919,0.47171406,217.8764598,23.28833326,0.66900588,219.3264516,true,true,emphemeralWetlandZone,false,4,,,false,false,0.01,false,false
118281,502308.0558,132561.4615,502310.3652,132559.4615,23.2479585,0.82150278,178.4756826,23.24833361,0.94546243,190.4525299,true,true,emphemeralWetlandZone,false,4,,,false,false,0,false,false
118282,502308.0558,132559.4615,502310.3652,132557.4615,23.2346255,0.52353761,123.0537796,23.23500061,0.72592523,105.236819,true,true,emphemeralWetlandZone,false,4,,,false,false,0,false,false
118283,502308.0558,132557.4615,502310.3652,132555.4615,23.22795931,0.40005936,123.7701238,23.21500015,0.71293416,100.5115967,true,true,emphemeralWetlandZone,false,4,,,false,false,-0.013,false,false
118284,502308.0558,132555.4615,502310.3652,132553.4615,23.2112929,0.86895696,153.1734823,23.21833356,0.96607471,155.7814738,true,true,emphemeralWetlandZone,false,4,,,false,false,0.007,false,false
118285,502308.0558,132553.4615,502310.3652,132551.4615,23.16129239,1.29316161,173.5607452,23.15166728,1.52367729,193.6519826,true,true,emphemeralWetlandZone,false,4,,,false,false,-0.01,false,false
